hole id,From,To,Core Description & Comments,Color,Lithology,relog codes,Text 1,Text 1 intens.,% Py,% Cp,% Ga,% Sp,% Mt,Alt1 Code,Alt1 Mod,Alt1 int.,Alt2 Code,Alt2 Mod,Alt2 int.,ALT Text mod,Quartz vein style,ANHY Abund.,ANHY Mode,Struct1,Struct1 dens.,VEIN PARA Old,VEIN PARA Young,VEIN PARA DOM. TYPE,OX State,OX Type,OX Abnd.,SEA_relog_grouped,SEA_relog_select
1246,150.9,377.8,"back to half core.  bleached, no original color,  5% medium grained to coarse py. disseminated, carb veins no quartz, check photos for fault last few meters",AGW,SSLN,SSLN,,,5.0,,,,,HFPR,P,3.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
1246,377.8,380.3,"find grained homogenous, intermediate intrusion",N,DMAF,DMAF,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Mafic dykes,Mafic dykes
1246,380.3,401.4,as above dike,AGW,SSLN,SSLN,,,5.0,,,,,HFPR,P,3.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
1246,401.4,545.7,"Same rock to end, barely a one quartz vein style, rare clot of coarse chalcopyrite in quartz vein",G,SSLN,SSLN,,,2.0,,,,,HFBM,P,1.0,2,3,4.0,5,,,,,,,,,5.0,,,Wacke,Wacke
200603,0.0,8.6,entirely HQ split core,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
200603,8.6,38.5,"fine, black, biotite hornfelsed sediments, CM to mm scale quartz  veinlet stockwork, 5% volume, minor magnetite quartz veins mostly barren, abundant disseminated minor chalcopyrite in wall rock, a few 2-10 cm coarse py veins 60 deg to CA",K,SSLN,SSLN,,,4.0,0.5,,,1.0,HFBM,,,,,,,,,,,,,,,5.0,,,Wacke,Wacke
200603,38.5,53.75,"similar to above, but definite increase in quartz vein density, thickness 1 to 15cm. strongly magnetite, py a bit less",KW,U_QM_WR,U_QM_WR,,,3.0,0.5,,,10.0,HFBM,,,,,,,,,,,,,,,5.0,,,Quartz Monzonite,Quartz Monzonite
200603,53.75,56.2,"aphanitic to fine grained, massive, late dike",DN,DMAF,DMAF,,,,,,,,,,,,,,,,,,,,,,,,,,Mafic dykes,Mafic dykes
200603,56.2,66.0,"30% quartz with mt selvages, a few late crosscutting py-cp veins",KGW,U_QM_WR,U_QM_WR,,,1.25,1.0,,,20.0,,,,,,,,,,,,,,,,4.0,L,1.0,Quartz Monzonite,Quartz Monzonite
200603,66.0,119.0,45% quartz,KGW,U_QM_WR,U_QM_WR,,,1.5,0.5,,,20.0,,,,,,,,,,,,,,,,4.0,G,2.0,Quartz Monzonite,Quartz Monzonite
200603,119.0,215.5,"50% quartz, increase in sulfide veins either side of dyke",KGW,U_QM_WR,U_QM_WR,,,3.0,1.0,,,,,,,,,,,,,,,,,,,4.0,G,2.0,Quartz Monzonite,Quartz Monzonite
200603,215.1,216.25,fine grained to aphanitic,DGN,DMAF,DMAF,,,,,,,,,,,,,,,,,,,,,,,4.0,G,2.0,Mafic dykes,Mafic dykes
200603,216.25,229.0,"50% quartz, increase in sulfide veins either side of dyke",KGW,U_QM_WR,U_QM_WR,,,3.0,1.0,,,,,,,,,,,,,,,,,,,4.0,G,2.0,Quartz Monzonite,Quartz Monzonite
200603,229.0,246.9,"coarse K-spar porphyritic intrusion, up to two cm long phenos, very few quartz sulfide veins mostly concentrated near contacts, fine disseminated Mt",ATGN,MONZ,MONZ,,,0.5,,,,,,,,,,,,,,,,,,,,4.0,G,2.0,Monzonite porphyry,Monzonite porphyry
200603,246.9,270.0,typical intensity veinedquart-magnetite altered wall rock I minor late py-ep,KDGW,U_QM_WR,U_QM_WR,,,1.5,,,,20.0,,,,,,,,,,,,,,,,4.0,G,2.0,Quartz Monzonite,Quartz Monzonite
BS0702,0.0,156.6,missing boxes,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0702,156.6,181.3,"fine grained biotite-magnetite altered sediments, with irregular stockwork of quartz veins,  mm to 10 cm scale, with py, mt, B veins, minor cp, central selvage with sulfide, late crackling, 3-5% py diminishing with depth, minor sub-cm carbonate veins",K W,U_QM_WR,U_QM_WR,,,4.0,0.1,,,20.0,HFBM,P,5.0,,,,,3.0,,,,,,,,,,,Quartz Monzonite,Quartz Monzonite
BS0702,181.3,182.8,"same as above, less qtz and py, mt up, with orange carbonate Fe Staining from post drilling oxidation of veins",GY,WACK,WACK,Fg,,2.0,0.05,,,30.0,HFBM,P,4.0,FCB,,,Ck,2.0,,,,,,,,,,,Wacke,Wacke
BS0702,182.8,183.4,"probable fault rubble, see original photo",G O,FLTZ,FLTZ,,,,,,,,,,,,,,,,,,fl,,,,,,,,Faults,Faults
BS0702,183.4,188.7,"Fe carbonate stained, bleached fault, footwall host is sediments, weak hornfels, a few barren quartz veins",AO W,SHRZ,SHRZ,,,0.5,,,,,HFPR,P,1.0,FCB,,,Ck,1.0,,,shr,,,,,,,,Faults,Faults
BS0702,188.7,279.5,"fine grained, massive to finely laminated oblique to CA, a few sandy intervals.  1/2 to 1% py, rare quartz veins, carbonate veins common. A few 10 cm coarse carbonate-py veins.  Post drilling orange oxidation of Fe carb veins.",G O,WACK,WACK,Lm,1.0,1.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,,,,Wacke,Wacke
BS0702,279.5,280.6,bleached clayey rubble,,FLTZ,FLTZ,,,,,,,,,,,,,,,,,,,,,,,,,,Faults,Faults
BS0702,280.6,393.2,same as above fault to end of hole,G O,WACK,WACK,Lm,1.0,1.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,,,,Wacke,Wacke
BS0703,0.0,31.5,siltstones/wackes; hairline vuggy qtz veinlets; fract-controlled goethite; 1.5% fine xline pyrite,,WACK,WACK,Fg,3.0,1.5,,,,,HFPR,Pch,2.0,,,,,1.0,,,,,,,,3.0,G,3.0,Wacke,Wacke
BS0703,31.5,49.4,"fine grained silty sanstone and sandy siltstones, apparently msv; vuggy qtz+carb veinlets",,WACK,WACK,Fg,2.0,1.0,,,,,HFBM,Pch,2.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,49.4,53.3,,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0703,53.3,70.1,"medium gr sandy siltstone/grewacke; boxwork qtz+carb veinlets, pyrite cubes/clots strong assoc with veining; fine xln py veinlets rarely",,WACK,WACK,Fg,2.0,2.0,,,,0.2,HFBM,Pch,2.0,,,,,1.0,,,,,,,,4.0,G,1.0,Wacke,Wacke
BS0703,70.1,94.0,"marked decreasing silica veining/pyrite; moly patinas on vein @~80 m. same lith, some siltier, some sandier",,WACK,WACK,Fg,2.0,1.0,,,,0.1,HFBM,Pch,2.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,94.0,129.0,"sub-porphyritic intrusive; graphic texture to some phenocrysts, sm wedges of qtz (chadacrysts) embayed in feldspar phenos; vuggy silica+carb+py veins",,KFP,MONZ,Po,3.0,1.0,,,,,POT1,Pch,1.0,,,,,1.0,,,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0703,129.0,130.7,fine gr sandy siltstone,,WACK,WACK,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
BS0703,130.7,135.0,,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0703,135.0,173.0,"fine grained silty sanstone and sandy siltstones, up to 20% silica veins, minor dissem py and fine xln veinlets, clots assoc with vns",,WACK,WACK,Fg,2.0,2.0,,,,,HFBM,Pch,1.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,173.0,175.0,sub-massive sulfide silica veining - presumably wacke host,,WACK,WACK,Fg,2.0,15.0,0.5,,,,HFBM,Pch,1.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,175.0,222.6,"thin beds of med gr sandstone, generally no change in lith",,WACK,WACK,Fg,2.0,3.0,,,,,HFBM,Pch,2.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,222.6,248.2,marked increase in pyrite after a 15 cm bull qtz vein; finer nature of detrital frags in siltstones,,SSLN,SSLN,Fg,1.0,5.0,,,,,HFBM,Pch,2.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0703,248.2,282.5,"intrfingering fine xln dike; dark brown, carb filled amygdules; 70% of interval is dike, 30% siltstone; contacts obscured; dike content seemingly decreases with depth; chlorite masses near fracts; marked decrease in veining under 271 m",,DMAF,DMAF,Fg,5.0,,,,,,PRO,Fr,2.0,,,,,,,,,,,,,5.0,,,Mafic dykes,Mafic dykes
BS0703,282.5,295.7,thinly laminated to msv sandy siltstones,,SSLN,SSLN,Fg,4.0,,,,,,HFBM,Pch,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0705,0.0,3.5,,,NREC,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
BS0705,3.5,6.1,rounded cobbles - probably overburden,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
BS0705,6.1,25.0,mixed oxide sulfide zone; very fine grained seds? Fine x In magnetite replacing detrital sand-sized frags? and as thin veinlets annealing fractures. Sucrosic-to-vuggy qtz+sulfide+carb veins up to 6 cm wide. About 1 vn/3 m. Dark brown/black hue to groundmass not all attributive to magnetite - could be Mn-ox? Patchy glassy texture as a function of hornfels altn.,,SSLN,SSLN,Fg,4.0,2.0,0.1,,,0.5,HFBM,Pch,3.0,,,,,,,,,,,,,3.0,G,3.0,Wacke,Wacke
BS0705,25.0,39.6,Fine-grained sand component gradually increasing; silty sandstone/wacke. Sheared qtz vein at top of interval. Diminished magnetite +qtz veins; seeming correlative/causitive relation btwn magnetite and qtz veins.,,WACK,WACK,Fg,3.0,1.0,,,,0.2,HFBM,Pch,2.0,,,,,,,,,,,,,4.0,G,1.0,Wacke,Wacke
BS0705,39.6,46.0,Heavy goeth patinas on abnd fractures - fracture zone? Galena and Mn-ox noted throughout interval. Qtz veining widths decreasing (veinlets <1 cm) while abundance increases (~15% qvn); veining is qtz+py+/-cpy+/-gal+/-Mn-ox.,,WACK,WACK,Fg,3.0,2.0,0.1,0.1,,0.4,HFBM,Pch,3.0,,,,,1.0,,,,,,,,3.0,G,4.0,Wacke,Wacke
BS0705,46.0,76.9,"Glassy groundmass, ~10% sub-mm irregular sand-sized frags, pervasive dark grey hue to matrix: mag hornfels altn of sandy siltstone(?) - no discernable S0. About 7% qvn in interval.",,SSLN,SSLN,Fg,4.0,2.0,0.1,,,0.5,HFBM,P,4.0,,,,,1.0,,,,,,,,4.0,G,1.0,Wacke,Wacke
BS0705,76.9,118.0,"Predom sulfides with local goeth on major fractures. Continued dark brown groundmass, sub-glassy luster",,SSLN,SSLN,Fg,4.0,2.0,0.2,,,0.5,HFBM,P,3.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0705,118.0,210.6,"Approximate contact, guestimate intrusive contact at a rubble zone with abnd qtz vn frags - tags and blocks missing ! Very fine crystalline, subporphyritic intrusive: faint, white equant felspar phenocrysts discernable locally; predom texturally destructive altn. Predom pyrite as opposed to varied sulfide speciaton in overlying seds. Strong magnetite assoc w/ larger fracts and in clotty rims to qtz veins. Rarer, elongate, pale green plag? seemingly about same abundance of equant, larger, white kspar? xls. Glassy/textureless panels within intrusives may be sed rafts? Bottom contact indistinct, last convincing intrusive @ 204.2 m.",,KFP,MONZ,Po,2.0,2.0,,,,0.7,POT1,Pch,2.0,,,,,1.0,,,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0705,210.6,429.8,"Massive to thinly laminared, sandy siltstones; carb+qtz veining noted (absent in prev interval); dissem fine xln py. Vuggy-to-sucrosic qtz+carb+py veins ~5% of interval. Some matrix bleaching in high vein density zones. Marked glassy hornfels altn from 288-300 m. Last 30 meters pyrite content jumps to about 3%",,SSLN,SSLN,Lm,3.0,1.5,,,,0.3,HFBM,Pch,3.0,,,,,1.0,,,,,,,,5.0,,,Wacke,Wacke
BS0706,0.0,26.0,,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
BS0706,26.0,44.8,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0706,44.8,90.3,"Sandy, massive texture, 2-3% disseminated Py, abundant, late carbonate and quartz veinlets, minor chlorite-calcite-pyrite distal propylitic",G,WACK,WACK,Fg,,2.5,,,,,HFPR,P,2.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,90.3,96.0,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
BS0706,96.0,129.8,"fine grained ""porphyry"", similar to KMFP but without phenos, 1-2% Py, less carbonate veining than above, weak silicic alteration",ANW,KFP,MONZ,Fg,,1.5,,,,,,,,QSP,P,1.0,,,,,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,129.8,147.8,"Same as above but with mm to cm scale, milky, K-spar phenos, and veins of anhydrite up to 2cm",ANW,KFMP,MONZ,Po,2.0,1.5,,,,,,,,QSP,P,2.0,,,2.0,WVN,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,147.8,152.7,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
BS0706,152.7,158.8,"same as above, includes 25 cm semi-massive py vein",,KFMP,MONZ,Po,2.0,1.5,,,,,,,,QSP,P,2.0,,,2.0,WVN,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,158.8,171.0,"massive wacke or feldspathic sandstone, some py associated with quartz carbonate veins, trace chalcopyrite",G,WACK,WACK,Fg,,1.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,171.0,182.0,"F-spar porphyry, milky, diffuse K-spars to 1cm in grainy fine grey matrix, abundant py and anhy",AG,KFMP,MONZ,Po,3.0,3.0,,,,,,,,QSP,P,1.0,,,2.0,WVN,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,182.0,186.9,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
BS0706,186.9,191.0,"grey siltstone, wacke, dissem and veinlet py, qtz-carb-chl veins",G,SSLN,SSLN,Fg,,1.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,191.0,193.0,"F-spar porphyry, milky, diffuse K-spars to 1cm in grainy fine grey matrix, abundant py and anhy",AG,KFMP,MONZ,Po,3.0,3.0,,,,,,,,QSP,P,1.0,,,2.0,WVN,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,193.0,199.8,"grey siltstone, wacke, dissem and veinlet py, qtz-carb-chl veins",G,SSLN,SSLN,Fg,,1.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,199.8,208.6,"F-spar porphyry, milky, diffuse K-spars to 1cm in grainy fine grey matrix, abundant py and anhy, 1 mm Mo filled fracture oblique to CA from 204-204.5",G,KFMP,MONZ,,,0.5,,,,,,,,QSP,P,1.0,,,,,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,208.6,217.8,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
BS0706,217.8,231.1,"K-spar phenos to 2 cm, minor anhydrite, py associated with quartz-carb veins, trace chalcopyrite",G,KFMP,MONZ,Po,2.0,0.5,0.02,,,,,,,QSP,P,1.0,,,1.0,WVN,,,,,,5.0,,,Monzonite porphyry,Monzonite porphyry
BS0706,231.1,242.0,"5% disseminated and veinlet py, quartz and quartz carbonate veins, chlorite selvages on some py",G,SSLN,SSLN,Fg,,5.0,,,,,HFPR,P,2.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,242.0,243.3,"massive quartz vein with Py and anhydrite, py in/on wallrock clasts",W,QZ_VN,QZ_VN,,,3.0,,,,,,,,,,,,,1.0,WVN,,,,,,5.0,,,Veins,Veins
BS0706,243.3,251.6,siltstone same as before,G,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0706,251.6,260.7,missing core,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Missing,Missing
BS0706,260.7,274.3,"siltstone, patchy sandy intervals, same min and alteration as above",G,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,,,,,,,,,,5.0,,,Wacke,Wacke
BS0708,0.0,6.1,overburden/no core recovery,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
BS0708,6.1,10.8,"Black-dark brown, laminated sandy siltstone; sand fraction is fine-grained and ~7% of interval; perv brittle deformation, late crackle fracturing; ~15% carb>>qtz veining in subparallel sets annealing fracts; minor, thin goethite patinas on fracts and local sulfide reaction rims; ~1.5% pyrite as fine xln disseminations and as med xln indistinct masses near larger fracts/veins; no silica flooding/glassy luster; small bleached panels near fracts; sub-graphitic groundmass(or possibly fine xln biotite in groundmass?). Minor chlorite+py+carb: wk propylitic altn.",,SSLN,SSLN,Lm,3.0,1.5,0.1,,,,PRO,P,2.0,,,,,,,,,,,C,C,4.0,G,1.0,Wacke,Wacke
BS0708,10.8,15.3,empty core box: dumped or consumed for metallurgy?,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0708,15.3,40.2,"lithology as previously described; msv pyrite+cpy+silica veins up to 10 cm wide (@19.75 m), but more generally < 2 cm wide (eg 32.4 m, 34.5 m, etc); zones around the sulfide veins have abnd <.5 cm, rounded to eliptical frags that looks detrital but may be small brx zones/shears; also assoc with sulf veins are individual pieces of core which are probably intrusive(could be residual fluid brx veins spatially assoc with thin dikes?).",,SSLN,SSLN,Lm,4.0,2.0,0.1,,,,PRO,Fr,2.0,,,,,,,,,,,C,C,5.0,,,Wacke,Wacke
BS0708,40.2,55.9,"Probable healed shear/hydrobrx zone: matrix of zone may be rock flour, or possibly very fine crystalline intrusive. Matrix-supported breccia with heterolithic frags (glassy siltstone clasts up to 1 cm, and plag-bio phyric intrusive clasts up to 5 cm wide). Offchance it's a polymictic conglomerate. Majority of veining is carb on fracts, but rarer qtz+py+galena veins (eg 44.2 m) up to 8 cm thick.",,SHRZ,SHRZ,Bx,3.0,2.3,0.1,0.1,,,HFBM,Pch,2.0,FCB,Ff,3.0,Bx,,,,,,,C,,5.0,,,Faults,Faults
BS0708,55.9,102.4,Predominantly thickly laminated siltstones with wacke intercalatons; 1.5% med xln pyrite as dissem clots and assoc with rare carb+qtz veins,,SSLN,SSLN,Lm,3.0,1.5,0.1,,,,PRO,Fr,2.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,102.4,122.8,"Quartz+carb veining present (+continued late carb veins), and thin to med earthy goethite patinas on fract surfaces.",,SSLN,SSLN,Lm,2.0,2.0,,,,,PRO,Pch,1.0,,,,,,,,,,,C,,4.0,G,2.0,Wacke,Wacke
BS0708,122.8,162.0,Predominantly wacke sandstone with sub-meter siltstone intercalations; sand is fine-grained and up to ~20% of interval; selective bleaching of groundmass and pyrite replacement/nucleation of some sand grains giving prominent speckled texture.,,WACK,WACK,Fg,3.0,1.5,0.1,,,,PRO,Fr,1.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,162.0,163.9,"Semi-massive, coarse crystalline to vuggy quartz>>py+cpy vein. Minor bleached sultstone rafts up to 6 cm wide",,QZ_VN,QZ_VN,Ms,5.0,1.0,0.2,0.1,,,UNA,,,,,,,,,,,,,C,,5.0,,,Veins,Veins
BS0708,163.9,195.1,Wacke sandstone as descibed previously; qtz+carb veins up to 1 cm wide.,,WACK,WACK,Fg,3.0,2.0,,,,,PRO,Fr,1.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,195.1,197.8,"Glassy, porcelanic hornfels altn of thickly lamnated siltstone; increased qtz+carb veining fom previous interval (~15% veining)",,SSLN,SSLN,Lm,4.0,1.7,,,,,HFPR,P,4.0,,,,,1.0,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,197.8,215.8,Predominantly massive to bedded wacke sandstone; very rare qtz+ carb veins (~3% of interval).,,WACK,WACK,Fg,3.0,2.3,,,,,PRO,Fr,2.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,215.8,350.4,"Predominantly thickly laminated siltstones with wacke intercalatons ( 90% siltstone); much pachier/less pervasive glassy hornfels alteration, and rare .5 cm carb+qtz veins; ~1% fine xln pyrite as dissem clots and assoc with rare carb+qtz veins.",,SSLN,SSLN,Lm,3.0,1.0,,,,,HFPR,Pch,3.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0708,350.4,360.6,"Speckled texture, medium to fine sand wacke; groundmass supported; faint bedding(?) locally but mostly massive; offchance it's a fine-grained intrusive with wholesale textural destruction (although abraded sand grains pretty much rule this out).",,WACK,WACK,Fg,3.0,2.5,,,,,PRO,Fr,1.0,,,,,,,,,,,C,,5.0,,,Wacke,Wacke
BS0712,0.0,9.1,,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
BS0712,9.1,15.2,"aphanitic sediments bleached to pale grey, siliceous, vuggy and rusty orange colored due to leaching of sulfides.  May be silicified.",AG,SSLN,SSLN,Fg,,0.5,,,,,,,,,,,,,,,,,,,,3.0,J,3.0,Wacke,Wacke
BS0712,15.2,30.8,"fine grey massive sediments, weakly bleached, weak hornfels, fine disseminated and veinlet py, qtz-carb veinlets",G,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,Ck,,,,,,,,,5.0,,,Wacke,Wacke
BS0712,30.8,41.6,"semi-massive, coarse py-mt vein, 80% py, minor cp",,PY,PY,,,80.0,0.2,,,,,,,,,,,,,,,,,,,5.0,,,Veins,Veins
BS0712,41.6,53.0,box missing,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0712,53.0,92.3,"mostly fine massive sediments, 1-2% disseminated and veinlet py, qtz-carb veinlets, mm to cm scale",G,SSLN,SSLN,Fg,,1.5,,,,,HFPR,P,1.0,,,,Ck,,,,,,,,,5.0,,,Wacke,Wacke
BS0712,92.3,95.3,"black pyroxene? mm phenos in dark grey fine granular matrix, magnetitic",K,DMAF,DMAF,Po,,,,,,,,,,,,,,,,,,,,,,5.0,,,Mafic dykes,Mafic dykes
BS0712,95.3,106.2,box missing,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0712,106.2,128.4,"as above, with paler grey, grainy diabasic texture at center.  No sulfides or veinlets",G AG,DMAF,DMAF,Po,,,,,,,,,,,,,,,,,,,,,,5.0,,,Mafic dykes,Mafic dykes
BS0712,128.4,149.4,"seds as before, weakly bleached, hornfelsed",G,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,Ck,,,,,,,,,5.0,,,Wacke,Wacke
BS0712,149.4,160.8,box missing,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0712,160.8,239.0,"darker seds, fine and sandy intervals but no bedding, disseminated and veinlet py, qtz-carb veinlets, chl with some py veinlets, patchy almost black intervals with 3% coarser py, could be biotite hornfels",DG,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,Ck,,,,,,,,,5.0,,,Wacke,Wacke
BS0712,239.0,249.5,box missing,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
BS0712,249.5,298.7,"seds, fine to sandy, pyritic and veined as above",DG,SSLN,SSLN,Fg,,2.0,,,,,HFPR,P,1.0,,,,Ck,,,,,,,,,5.0,,,Wacke,Wacke
CS94-126,0.0,3.0,,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
CS94-126,3.0,31.9,"massive siltstone, finesandstone, UB carbonate lenses, wisps Sub-cm 5%  Split intervals contain some irregular quartz veining patchy coarse py clusters",G,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,31.9,39.9,"breccias, ragged subangularpale intrusive? Clasts in dark fine matrix, magnetic, wall rock with quartz veins, minor Py",DG YW,UNID_RX,MONZ,,,,,,,,,,,,,,,,,,,,,,,,,,Monzonite porphyry,Monzonite porphyry
CS94-126,39.9,63.7,same as before,,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,63.7,78.2,breccias similar to above larger and intensity crackled intrusive clasts I more abundant cm scale milky sheeted quartz veins seventy degrees to CA,,UNID_RX,MONZ,,,,,,,,,,,,,,,,,,,,,,,,,,Monzonite porphyry,Monzonite porphyry
CS94-126,78.2,179.4,massive sediments. Occasional laminations,G,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,179.4,191.7,"contorted, wavy shear Zone,healed, some veining, py patchy folding to brecciate",AGNW,SHRZ,SHRZ,,,,,,,,,,,,,,,,,,,,,,,,,,Faults,Faults
CS94-126,191.7,252.0,carbonate veined sediments,,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,252.0,258.6,"57. milky quartz veins907.to CA, cm-scale",,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,258.6,296.1,"sediments I becoming morebleached, pyritic, crackedI Fe carbonate stained",AGT,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,296.1,320.0,"crackled, mostly aphaniticintrusion diffuse phenos.,py lived cracker, fine disseminations, milky quartz veins clustered in central four meters, minor magnetite",AG,PORP,MONZ,,,,,,,,,,,,,,,,,,,,,,,,,,Monzonite porphyry,Monzonite porphyry
CS94-126,320.0,330.7,"sediments increasinglysheared, dark alteration, py",AGT,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,330.7,348.9,missing core '(mineralized intervals),,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
CS94-126,348.9,354.0,"in Greasily pyritic,horn fels I cherty",AGBVFif,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,354.0,395.4,weakly hornless sediments,AG,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,395.4,419.2,", milky quartz veiningupper few meters",A BUFF Than,SSLN,SSLN,,,,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-126,419.2,425.3,"probable fault zone, checkoriginal",,FLTZ,FLTZ,,,,,,,,,,,,,,,,,,,,,,,,,,Faults,Faults
CS94-127,0.0,4.6,,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
CS94-127,4.6,56.9,"sandy, feldspathic, massive sediments, minor py, 2-3%, Carbonate veinlets",GT,WACK,WACK,,,1.0,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
CS94-127,56.9,289.1,,,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,Missing,Missing
CS94-127,289.1,461.9,"A few scattered quartz veins, carbonate veins",AGTW,SSLN,SSLN,Ap,,4.0,,,,,,,,,,,,,,,,,,,,,,,Wacke,Wacke
SK09-02,0.0,6.06,,,OVBN,OVBN,,,,,,,,,,,,,,,,,,,,,,,,,,Overburden,Overburden
